# timestamp tx ty tz qx qy qz qw
1.678809382173545361e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.879627232939077741e-01 -1.545689255805808571e-01 0.000000000000000000e+00 6.172894503417424017e-03
1.678809382222280741e+09 -6.323294655885547400e-05 2.141544246114790440e-05 7.259845733642578125e-05 9.879638919197836211e-01 -1.545608603811001180e-01 -7.397438649649016564e-06 6.187782013463862148e-03
1.678809382269044876e+09 -2.541758003644645214e-04 6.131511327112093568e-05 2.740733325481414795e-04 9.879624704577351091e-01 -1.545700260108291701e-01 -8.295749350191729843e-06 6.185786711553759032e-03
1.678809382319803238e+09 -5.527471075765788555e-04 2.024154964601621032e-04 6.658798083662986755e-04 9.879641966504522088e-01 -1.545585517504921846e-01 -1.323991706217229108e-05 6.196776768751480202e-03
1.678809382373361826e+09 -1.018707989715039730e-03 3.683042014017701149e-04 1.240689773112535477e-03 9.879649191582294820e-01 -1.545539186239237583e-01 -1.570068511035086886e-05 6.197136770410075803e-03
1.678809382420081615e+09 -1.530960435047745705e-03 5.209658411331474781e-04 1.874757930636405945e-03 9.879637422981025763e-01 -1.545616100061127651e-01 -1.602242820016091669e-05 6.192928219218346922e-03
1.678809382469357967e+09 -2.169425133615732193e-03 8.191396482288837433e-04 2.717883791774511337e-03 9.879646244675380773e-01 -1.545553049532367718e-01 -1.704176237823433224e-05 6.209526641114226746e-03
1.678809382520448208e+09 -2.969677094370126724e-03 1.170714152976870537e-03 3.753235563635826111e-03 9.879642344222951955e-01 -1.545576244629789653e-01 -1.503254803809092099e-05 6.213855224525376489e-03
1.678809382571034908e+09 -3.908072598278522491e-03 1.519252080470323563e-03 4.931719973683357239e-03 9.879640852135265217e-01 -1.545593278267873572e-01 -1.622237548149625510e-07 6.195200554057807112e-03
1.678809382621042252e+09 -4.925675224512815475e-03 1.997929997742176056e-03 6.274289451539516449e-03 9.879647863697395005e-01 -1.545543635344643618e-01 -3.569271403049676357e-06 6.207221045840329542e-03
1.678809382669695139e+09 -6.047433707863092422e-03 2.472525928169488907e-03 7.745450828224420547e-03 9.879648258168506336e-01 -1.545544348868810591e-01 -2.285547126407799385e-06 6.199161253981713172e-03
