# timestamp tx ty tz qx qy qz qw
1.678809929030303478e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.927699105859162376e-01 -8.678131414256250453e-01 0.000000000000000000e+00 6.386052607155751071e-02
1.678809929080088615e+09 9.539398597553372383e-04 -9.028307395055890083e-04 1.475401222705841064e-04 -4.925475406733434980e-01 -8.679402449735067471e-01 4.798802535626939736e-04 6.384685620226508707e-02
1.678809929130257368e+09 3.845413448289036751e-03 -3.989830613136291504e-03 4.412867128849029541e-04 -4.919846457106354376e-01 -8.682472358474965235e-01 5.646166747856939993e-04 6.401192885839993019e-02
1.678809929180432081e+09 7.890492677688598633e-03 -9.904765523970127106e-03 9.278133511543273926e-04 -4.921022496650811484e-01 -8.681682597170369275e-01 2.332221696199764278e-04 6.418094968039388115e-02
1.678809929230189085e+09 1.326743047684431076e-02 -1.808966137468814850e-02 1.672863378189504147e-03 -4.935639721888193110e-01 -8.673746974699659829e-01 1.624594806417062288e-04 6.368448125718380315e-02
1.678809929281416178e+09 2.234078943729400635e-02 -2.895131893455982208e-02 2.127170329913496971e-03 -4.961551193055141473e-01 -8.658872953149886476e-01 2.438913974563881816e-04 6.379051587823170166e-02
1.678809929330776930e+09 3.405188024044036865e-02 -4.098250344395637512e-02 2.494034823030233383e-03 -4.991629985431277894e-01 -8.641612473790963866e-01 5.944282127232931173e-04 6.372822034811397029e-02
1.678809929381575823e+09 9.180387854576110840e-02 3.169557452201843262e-02 -8.299230830743908882e-04 -4.976574055881745617e-01 -8.649325746753444566e-01 5.783280955621288022e-02 2.973405568639472460e-02
1.678809929430772305e+09 7.734736055135726929e-02 2.820570394396781921e-02 4.938992206007242203e-04 -4.987418403786302301e-01 -8.643824624709589566e-01 5.022550124729495413e-02 3.971063148372706852e-02
1.678809929481207848e+09 6.359183043241500854e-02 1.941323652863502502e-02 -8.945958688855171204e-05 -5.005541295867901308e-01 -8.643228156192649392e-01 3.886494298138839371e-02 2.968417020316634417e-02
1.678809929530444622e+09 4.770705103874206543e-02 1.169043686240911484e-02 -4.055705852806568146e-03 -5.019054188029600239e-01 -8.639813870629423631e-01 3.200871726549053137e-02 2.454700397273291285e-02
1.678809929580817699e+09 4.501355066895484924e-02 1.251619029790163040e-02 -5.794211756438016891e-03 -5.013057681159912571e-01 -8.648474374538513976e-01 1.962443663286750350e-02 1.860962842146961921e-02
1.678809929630269289e+09 3.003407642245292664e-02 1.117698103189468384e-02 -1.922094961628317833e-03 -5.007077511399518066e-01 -8.656010724347493746e-01 3.762678518041915558e-03 3.517612621329104308e-03
1.678809929680173874e+09 1.914402842521667480e-02 9.725644253194332123e-03 3.263152670115232468e-03 -4.995619561985024659e-01 -8.662460364936992452e-01 -6.869893915117560902e-03 -2.908734377232191290e-03
1.678809929730967045e+09 2.634462527930736542e-02 1.576699875295162201e-02 2.405725652351975441e-03 -4.988863694708187135e-01 -8.666056788091757168e-01 -9.643261758777374459e-03 -3.741031216832296172e-03
1.678809929781172991e+09 3.778535127639770508e-02 2.550426498055458069e-02 -1.431176555342972279e-03 -4.981020330395128370e-01 -8.670426501659429519e-01 -1.047060346532279092e-02 -4.666255264590406238e-03
1.678809929830414772e+09 5.219284817576408386e-02 3.360839560627937317e-02 -9.139591827988624573e-03 -4.984650024350554820e-01 -8.668220135786960379e-01 -1.143960215766430012e-02 -4.623161825994864284e-03
1.678809929880066395e+09 5.450178310275077820e-02 4.017843306064605713e-02 -1.171945780515670776e-02 -4.978629766457163819e-01 -8.670866848531820770e-01 -1.496784245229631008e-02 -8.312708830970842733e-03
1.678809929930192471e+09 6.463670730590820312e-02 4.353911057114601135e-02 -1.680532842874526978e-02 -4.978827217513002723e-01 -8.670258409151663237e-01 -1.786600339136153529e-02 -7.732560357717532980e-03
1.678809929980728388e+09 7.863313704729080200e-02 5.332852154970169067e-02 -2.237542159855365753e-02 -4.977804786548893912e-01 -8.670534010710198025e-01 -1.876917133834645965e-02 -8.984039656992260162e-03
1.678809930030137300e+09 8.958699554204940796e-02 6.068610772490501404e-02 -2.952855825424194336e-02 -4.982363395679542672e-01 -8.666801647539178477e-01 -2.218753521866764084e-02 -1.156525991788433239e-02
1.678809930080598116e+09 1.013609915971755981e-01 4.936436563730239868e-02 -3.943945094943046570e-02 -4.978986969190102307e-01 -8.666801513662119039e-01 -3.023535571607296676e-02 -6.944501343823321002e-03
1.678809930130181074e+09 1.208665370941162109e-01 5.737057700753211975e-02 -4.740860685706138611e-02 -4.983808975332191249e-01 -8.663823493657343278e-01 -3.085447461815429143e-02 -6.790219255022031386e-03
1.678809930181532621e+09 1.424780935049057007e-01 6.773231923580169678e-02 -5.588372051715850830e-02 -4.984655266937776386e-01 -8.662806552420843076e-01 -3.210842163887582534e-02 -7.680775423092051774e-03
1.678809930230479717e+09 1.628923118114471436e-01 7.549904286861419678e-02 -6.886340677738189697e-02 -4.991562927377526382e-01 -8.658456741388493860e-01 -3.310206881694278958e-02 -7.649642827131194166e-03
1.678809930280681372e+09 1.859228312969207764e-01 8.537372201681137085e-02 -7.725635170936584473e-02 -4.997064075985572229e-01 -8.654739172144874093e-01 -3.438513081486471723e-02 -8.128198152093979445e-03
1.678809930330741644e+09 2.107533514499664307e-01 9.317687153816223145e-02 -9.205733239650726318e-02 -5.015866908742214747e-01 -8.643443250847310244e-01 -3.542041513586835499e-02 -8.066809981134811722e-03
1.678809930381963968e+09 2.315440475940704346e-01 1.000109687447547913e-01 -1.057868748903274536e-01 -5.031389242605684986e-01 -8.633182041765087300e-01 -3.806685390389576845e-02 -9.155100503285629535e-03
